link,nama,keterangan,waktu,text
https://lh3.googleusercontent.com/a-/ALV-UjU0tMSpu4kw3HQnSGIcjmNdBjDkjPkS3hadUpR8HMRIk818UrIY=w36-h36-p-rp-mo-ba3-br100,fuad kariem,Local Guide · 23 reviews · 55 photos,6 months ago,
https://lh3.googleusercontent.com/a/ACg8ocLySmvQXKQ41tX0_w7qsszE-2P9cYZxRE9a8-6dxwTdcEEMZQ=w36-h36-p-rp-mo-ba2-br100,Do id,Local Guide · 6 reviews · 21 photos,6 months ago,
https://lh3.googleusercontent.com/a/ACg8ocK7GO-Zqbnh5i1I_eNlmIuICPhCYmoldjaCyYsvdacAtyLLjg=w36-h36-p-rp-mo-br100,Ahmad Muslim,2 reviews · 1 photo,6 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjXfe4vMC8S3tDsItFJatyCHarlxfBrdDPiQg39FyTatNseOSAj0=w36-h36-p-rp-mo-br100,Rey Galoeng,2 reviews,6 months ago,Sungguh disayangkan BANDARA INTERNASIONAL.   Tidak memiliki Fasilitas tempat Charging HP.
https://lh3.googleusercontent.com/a-/ALV-UjWis70MmaAy5SWjpXB8rlVxVY6cCn2HE7ShZiOjaxQYiIFxBwgO=w36-h36-p-rp-mo-br100,fhRdi Mandatongan,9 reviews,6 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjWb4XI6flWRNYdbga1Aq82EtKRi9l-ImYzj4_zf7T7vcsRdrKA=w36-h36-p-rp-mo-br100,Michael Avent,8 reviews,6 months ago,"No aircon, hot as hell"
https://lh3.googleusercontent.com/a-/ALV-UjVKbfHVm0yiWLGxxc3JQJ700FReLbhRvErAMeNVwY28drQqcTvi=w36-h36-p-rp-mo-br100,Poetra Egho,1 review,6 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjU58JmTMvLByWSm2z1OyUg7y-SgaAbllE250lhuOWn-6xMeDE1pzQ=w36-h36-p-rp-mo-ba5-br100,Mas Sanny,Local Guide · 142 reviews · 335 photos,6 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjVDQVNt7lsP9W_0i58lBfG2vtOu2mtrtgrH7O1ysvFen8ForfUrMw=w36-h36-p-rp-mo-br100,Drs Klieshien,5 reviews · 3 photos,6 months ago,"Dua kali mendarat disini dgn aman dan nyaman.., demi IKN Emas !!"
https://lh3.googleusercontent.com/a-/ALV-UjXqan0wV0whto6NEAbfFcpLWd_DQWw-9quU07nKIiqk3vqzFL1c=w36-h36-p-rp-mo-ba4-br100,Sunaryadi SNR,Local Guide · 83 reviews · 15 photos,6 months ago,Selalu terjaga rapi dan bersih serta pelayanan yang baik
https://lh3.googleusercontent.com/a-/ALV-UjVyVJvQa1i-LURdrlrASegBsejqbkuZyylXxOALKCRnQRccjg=w36-h36-p-rp-mo-br100,pri anto,2 reviews · 4 photos,6 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjXZwJ4E8aevShawiBDpOb89YUwlL9hM03UzINppD9SMIs0Y0WM=w36-h36-p-rp-mo-br100,Amien Bhento,4 reviews · 5 photos,6 months ago,
https://lh3.googleusercontent.com/a/ACg8ocKxJni7vIs8dJQ4EuZxWDXSlgjBE_D45ilfzp-bebgg_gNb1N8=w36-h36-p-rp-mo-br100,anto “Anto leko” wijaya,1 review · 4 photos,6 months ago,"nyaman, rapi pokok. e mantap"
https://lh3.googleusercontent.com/a-/ALV-UjX-4OJyaDV0-VM4U8KrtlViWW-fnEECFanbjBtjmFI1ZGuQ6SY=w36-h36-p-rp-mo-br100,Wahyu Waw,4 reviews · 5 photos,6 months ago,Pengalaman mendarat di bandara YIA dengan pemandangan yg sangat keren disuguhkan didepan mata 😍 …
https://lh3.googleusercontent.com/a-/ALV-UjW3jQOBG4S_Xuiu-au0FYg5d4Dwmopb_-H1r6aAqVAniMfvqI8o=w36-h36-p-rp-mo-br100,alynd setya,1 review,6 months ago,
https://lh3.googleusercontent.com/a/ACg8ocI6sETkeLWDIu47EPGfg1JVw3-Rc6FnyUYvuLzCOs6L3sW_91E=w36-h36-p-rp-mo-br100,Achmad Maulana,,6 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjV5P9hUpznYsOcd1F1205JSDjZNR1dtcR9J7o2ofbsl8DaEKvbV=w36-h36-p-rp-mo-ba3-br100,este sumantri,Local Guide · 13 reviews · 100 photos,6 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjU_d4UTHYP1FkJk6EduMdkElooz5F2rHSv1KhhclH5Vf2RKtbDPaA=w36-h36-p-rp-mo-ba2-br100,Rolis Tobing,Local Guide · 3 reviews · 7 photos,6 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjUS7HcZ7gd6UQnLa8UqH-mJ6gVEHNuuQjvfX_stMiGfYyqYNMil=w36-h36-p-rp-mo-ba4-br100,Agung Lestioko,Local Guide · 93 reviews · 24 photos,6 months ago,Bandara internasional di Balikpapan dengan wajah baru 😁 …
https://lh3.googleusercontent.com/a-/ALV-UjWe9vSSAT3v_pYUuoJtoop1EHI_VBJz4xG3R9WqysYknzhfyZzE=w36-h36-p-rp-mo-ba3-br100,zacky rafa,Local Guide · 4 reviews · 59 photos,6 months ago,
https://lh3.googleusercontent.com/a/ACg8ocJSqLNszL4D0nT0spPDVHaSVjJAEEBKmEPLcTLFtDrOs6GZ6A=w36-h36-p-rp-mo-ba3-br100,Erie Sanjaya,Local Guide · 32 reviews · 1 photo,6 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjV8ohH2VTd9uqj16rH-Q9KECARk_fDHhWZGIQ4IMt5BovAAE0iT=w36-h36-p-rp-mo-ba2-br100,Juli Yana,Local Guide · 16 reviews · 14 photos,6 months ago,Terdapat penampilan Tari Dayak yang cukup menghibur sembari menunggu counter check in dibuka👍 …
https://lh3.googleusercontent.com/a-/ALV-UjXpYy24QNZqIG6CjHFtceQFmd6925UbwmrLKyv0L5Og-qYmoEf4=w36-h36-p-rp-mo-ba3-br100,Andi Irsan26,Local Guide · 24 reviews · 15 photos,6 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjWQl-5HCO6asUkAXRwsLgTLWTL6ae15FjX6QFbJ5jMv5E5NV3M=w36-h36-p-rp-mo-br100,Sutriadi Asri,4 reviews · 4 photos,6 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjVEM7hzjLGdQJ2x9qgtlqPamWyB7yMQtcJNRqf4KWBSMnp6aSz_=w36-h36-p-rp-mo-ba3-br100,Zio Januarizky,Local Guide · 20 reviews · 36 photos,6 months ago,🌟🌟🌟🌟🌟 …
https://lh3.googleusercontent.com/a/ACg8ocIIlSf2MczYU0Ep9Kg3sYOZuZ8EdJjEL6E3miUo9L3brjuJIA=w36-h36-p-rp-mo-br100,Mahesa jenar Jenar,2 reviews · 1 photo,6 months ago,
https://lh3.googleusercontent.com/a/ACg8ocLRrDJ_Jck625m5bGNmWzJr9De9rhawL2rPq3jSxN8uRMOVnw=w36-h36-p-rp-mo-br100,Yohanes Bryan,8 reviews · 4 photos,6 months ago,"Ini building management kerja ga ya? Ini bagian check-in panas sekali. Orang Udah harus ngantri, sampai keringetan."
https://lh3.googleusercontent.com/a/ACg8ocKj0qPI8XTUxbWOahfAfFmL7s-mCcl0925iC15HCdPiJDnYxHo=w36-h36-p-rp-mo-ba5-br100,kadera Can,Local Guide · 160 reviews · 141 photos,6 months ago,Sudah kembali normal
https://lh3.googleusercontent.com/a-/ALV-UjWz8fJHGgCkV2fZF02-IHdpPAFER4S2erzL4YZmXr4ZbQHboK0J=w36-h36-p-rp-mo-ba2-br100,Baloenk,Local Guide · 4 reviews · 10 photos,6 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjW-UOKW-czCl2d9LeH6PkWW9ru33V5e_hEe4egOy2oLGic4-ZF2=w36-h36-p-rp-mo-br100,Denny Fauzi,,6 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjWCwO_ZOuHMuZw7RYMkRUrkpV8471qfj7llDcpANw1h_Eq8mmlt=w36-h36-p-rp-mo-ba4-br100,Akbar Nugroho,Local Guide · 25 reviews · 169 photos,6 months ago,Very comfy airport
https://lh3.googleusercontent.com/a-/ALV-UjWus0ICqojmTIY2PTRTzrR_9fmK1XdPSm-Rr_aJA9n76khfz0ib=w36-h36-p-rp-mo-ba5-br100,Ryannaldo Noorhidayat,Local Guide · 166 reviews · 473 photos,6 months ago,Sekarang sudah tak sebagus dulu... Tapi masih tetap keren..
https://lh3.googleusercontent.com/a/ACg8ocKPechr16RwVLyfE8wPld33UGyqshO1K4_VMc_-opyEXfIObqc=w36-h36-p-rp-mo-br100,jhulni simatupang,3 reviews · 10 photos,6 months ago,Sangat puas
https://lh3.googleusercontent.com/a-/ALV-UjUUUHJlGTdHMdyLsqd0Bddy_Dw-Glm7WEKkaYRQbGDDo_yS0rt0=w36-h36-p-rp-mo-br100,aliel dewa,3 reviews,6 months ago,
https://lh3.googleusercontent.com/a/ACg8ocIcp8YtC9tuX5dcRQ1ihUK32NZaskkbl-4k8_kzPS1pr80tBg=w36-h36-p-rp-mo-br100,Aditya Ktt,,6 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjW_su7aM1UbscP2YKtQAqZ8w29YL2bpcrOwKJeg_o_CqUofMeln=w36-h36-p-rp-mo-ba5-br100,Fitra Ananta,Local Guide · 184 reviews · 577 photos,6 months ago,Salah satu bandara terbaik di Indonesia. Semoga diperbanyak rute penerbangan internasionalnya agar tidak perlu transit ke Jakartu dulu
https://lh3.googleusercontent.com/a/ACg8ocL9jxWBO73JwO-s_T8j-s6s4jykrZQR2KZMPihkOQhidf0XvA=w36-h36-p-rp-mo-br100,Biyan Rubiyana,,6 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjVbzChPDK20VVuEglRnka5xuu3z87fMDApKgODWfpoyk9JwaGo=w36-h36-p-rp-mo-ba4-br100,ñgapak Family,Local Guide · 112 reviews · 189 photos,6 months ago,"Sama seperti bandara internasional lainnya di bbrp kota di Indonesia, mungkin masih perlu ditambah bbrp tenant makanan ataupun Snack sehingga byk pilihan kuliner saat menunggu keberangkatan atau utk para pengantar"
https://lh3.googleusercontent.com/a-/ALV-UjVKDsXNFXMRjRlC0xZ6jTWe7lOg97HVLPmRFb732TaT4QCfDGBV=w36-h36-p-rp-mo-ba4-br100,Mif 92 CHANNEL,Local Guide · 59 reviews · 75 photos,6 months ago,Tempat nya nyaman
https://lh3.googleusercontent.com/a-/ALV-UjUZ841NwSH228Uf-J-pO5B1OmtK71dMbSCkdoGGt9-ALRlM8psl=w36-h36-p-rp-mo-ba3-br100,Queen Rumaisha,Local Guide · 32 reviews · 44 photos,6 months ago,"Alhamdulillah ruang tunggu nyaman, hanya saja kebersihan toilet perlu diperhatikan kembali. Terima kasih."
https://lh3.googleusercontent.com/a-/ALV-UjW-aEuIWYR2g5Ztjin3tl_4efHrXpFQefxSUQTV15mNTf5vXBW7=w36-h36-p-rp-mo-br100,Abrar Marlin,,6 months ago,
https://lh3.googleusercontent.com/a/ACg8ocKKQRBjio_rnSMSOs5lwfWqIcEDzl0w5laE1l3XmRXLlaTkqPw=w36-h36-p-rp-mo-br100,rio hendrak,,6 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjWTk9boVvmjs45oSB9HaTBxA4UiNQGwZTyBmXvr9jxlbSPXtTZ_=w36-h36-p-rp-mo-ba3-br100,Emy Edwardianti,Local Guide,6 months ago,
https://lh3.googleusercontent.com/a/ACg8ocJvxOeeQGI8MzlMPKIMGRuxdmFhTJy1cMB7ThRFoQ9hGT_4wA=w36-h36-p-rp-mo-br100,Anwar Zainudin,,6 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjXtv3hGJncsnWO3O8mfVxIbWZ7fqBRzRuIVwfF9sRqqiM--RnZhXw=w36-h36-p-rp-mo-ba5-br100,Alham Azizi,Local Guide · 198 reviews · 359 photos,6 months ago,Bandara bagus tenan lengkap cuma antrian masuk masih lama ya .....dan ruang tunggu wirk space belum ada
https://lh3.googleusercontent.com/a-/ALV-UjX1FrLWso2JjB7-BKZEz3C4ZRIaOdgEUY8PYdFLD47WR463WM4=w36-h36-p-rp-mo-ba5-br100,rizet jogja,Local Guide · 105 reviews · 78 photos,6 months ago,
https://lh3.googleusercontent.com/a/ACg8ocIbVnvhPpB4YrEkz4N1_1uvm-repWNsE-O16vRLtdTN6hOSqA=w36-h36-p-rp-mo-ba3-br100,fajar febri,Local Guide · 6 reviews · 13 photos,6 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjXn9slrnLxUAmeBwvVIaoqodJQY5rnYfyKGc6Ei_Rk6GkOc_GoS=w36-h36-p-rp-mo-br100,teguh adeguna,8 reviews · 4 photos,6 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjXSFkR6vRmodqQceRkYw3q7zC173KwiMhXsQvUMoyDYDnUlXOuh=w36-h36-p-rp-mo-ba2-br100,Dani Iskandar,Local Guide · 18 reviews · 9 photos,6 months ago,
https://lh3.googleusercontent.com/a/ACg8ocI4DL4X5yNh-zcyaVaqTYhyXyi8T7vHwk0tZ9okQZ-DTZPBOA=w36-h36-p-rp-mo-br100,Arifani Bintari,2 reviews,6 months ago,"pelayanan yg buruk dan kurang ..
terumata dibagian bagasi ..
staf bandara yg tidak ramah"
https://lh3.googleusercontent.com/a-/ALV-UjWWW2Ov2XTklfvTIRhnnca6WJLNsn-WpvXtNGHx0eOsUq_edPPk=w36-h36-p-rp-mo-br100,stingki seagal,,6 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjW077udLywuEFp3w620YMfA6alksogrnpC5xA8f5CD_aHC12YGK=w36-h36-p-rp-mo-ba3-br100,moedhy wisnu,Local Guide · 46 reviews · 24 photos,6 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjUb1bJlj053uk5L5p4gXGTmPiBv0HptgAOEFZ4QIwL8UQ3C3KZd=w36-h36-p-rp-mo-br100,Nafil Hanif,5 reviews · 28 photos,6 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjWAZhzosRoxTAM1LC9DxRW9umU-dmQkEHEVHQXyvVpAGbEgtbuU=w36-h36-p-rp-mo-br100,Hanif Zaki,,6 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjXl3HANmopWvPdUhNLJxWal7jtFBQyusf5cd_VEE7cqqfwMXbSF=w36-h36-p-rp-mo-ba5-br100,Irsandi Setiawan,Local Guide · 115 reviews · 66 photos,6 months ago,
https://lh3.googleusercontent.com/a/ACg8ocIfIcNNPnaQP60YcZc_RmowE_sK1G-NvySwviO2JL2QBp6vzw=w36-h36-p-rp-mo-br100,MALYANTOR ISKANDAR,,7 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjVF7UnvXDXkUFJK90Q_8JypVMm-lB0D_QN2IuKDDJQ9f_UZM9GKqw=w36-h36-p-rp-mo-br100,Muhlis_ Fachruroji,10 reviews · 67 photos,7 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjXSwTa8Q2m8sbPle3MXzRQtLBFVYmCtOSy7VUUsKLXGuldEWzA=w36-h36-p-rp-mo-ba4-br100,triretno nugroho,Local Guide · 43 reviews · 71 photos,7 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjVbG3IjAw0KWYDpM1_A81Bv8pbWr6nylsN0_N3pSBdmZeiab8Fq=w36-h36-p-rp-mo-ba2-br100,Adha Trisna Lidya,Local Guide · 13 reviews · 8 photos,7 months ago,"Eskalator untuk turun ada yang mati, jadi cukup menyusahkan ketika membawa koper berukuran besar. Sedangkan lift hanya untuk yang ingin naik dari lantai bawah ke atas."
https://lh3.googleusercontent.com/a-/ALV-UjVGG_jKDDw4306sG_DAJwzxcYb6KjfVl3YEB5D9vAucd2Kzhl0N=w36-h36-p-rp-mo-ba3-br100,DWI efendi,Local Guide · 41 reviews · 12 photos,7 months ago,
https://lh3.googleusercontent.com/a/ACg8ocIRgiIIpjiKUWaGfppDtCqSB3D26Sx3oPPRnLjigQixG-5ybg=w36-h36-p-rp-mo-br100,hanifah munajiyah,3 reviews,7 months ago,Bandaranya bersih dan nyaman.
https://lh3.googleusercontent.com/a-/ALV-UjWfxm0ZZXm6xAl8vvvDGwjZCBe8ibvg34nSlYwC2t-ThYzAWXJI=w36-h36-p-rp-mo-ba5-br100,SAMCO GLASS Alumunium. Dari 2006 kami hadir,Local Guide · 173 reviews · 268 photos,7 months ago,Sip
https://lh3.googleusercontent.com/a-/ALV-UjUrBYku_FjP1UExFY-nl90OxTzbB6FVl-jF-804Tf23x340xqRc=w36-h36-p-rp-mo-br100,Tuti Ambarwati,1 review,7 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjUHsvoNreSdgK6T2aQuVjmE7y6x4l8S8lfwUjAv0aH7o7nd3jka=w36-h36-p-rp-mo-br100,Jelajah Mata Lensa,1 photo,7 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjW-IDzrrTp7Kh5jeMKvEGW1YllA_ubEQhlSxkNBjNbnAsTfowc=w36-h36-p-rp-mo-br100,Dean 3421,,7 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjVVT03u6evORBYkGMP9nUW2JCsb9OvZTGDnWvhHxoimIX5uMph3=w36-h36-p-rp-mo-br100,Nuna Erlina,2 reviews · 2 photos,7 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjWCer8xtiJ8eOIHgDvvEGYCjsof2rrNqg7Q8h-EbpGQSU8f3ZoyXg=w36-h36-p-rp-mo-ba2-br100,Yuanita Bintoro,Local Guide · 15 reviews · 28 photos,7 months ago,"The quality of this airport is just getting worse. Modern but not properly managed. You can find dirt everywhere, some areas need to be fixed, and what even worse is that the AC doesn’t seem like it’s working. Too hot!"
https://lh3.googleusercontent.com/a/ACg8ocJ2mLDlRKjTMFu7GBA6W8ODbGc8rIeDpIA5JOuQgxhFuS9OZQ=w36-h36-p-rp-mo-br100,Wawan maulana,1 review,7 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjUTE01seP2dzYSs0fS7oI6gzzlBkWcoVDeuKglAeJwzGswunE4=w36-h36-p-rp-mo-ba3-br100,Habbas Herman,Local Guide · 29 reviews · 32 photos,7 months ago,
https://lh3.googleusercontent.com/a/ACg8ocIvMBmUk29WcfJ8XcuIqXVoDXfCRNv141O_S53AeHoKcfBbnT8=w36-h36-p-rp-mo-ba2-br100,Yeni Fitria,Local Guide · 5 reviews · 45 photos,7 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjXqq2mWFbOqOs5tNXl-oXZLTxh0rBw4hlBblcQw7dQ4gOLZG3SA=w36-h36-p-rp-mo-br100,fahrul kubar,6 reviews · 4 photos,7 months ago,Salah satu Bandara yg terbesar di Indonesia selain bandara sukarnohatta. Bandara yg luas & bersih nyaman utk menunggu pesawat
https://lh3.googleusercontent.com/a-/ALV-UjV3_icruPgH4Tbemv1rezHxr5owpZcRSO184aQG7VnYwIm4SxQ8=w36-h36-p-rp-mo-ba2-br100,Ju Madi,Local Guide · 17 reviews · 17 photos,7 months ago,"All area clean.
Good waiting room"
https://lh3.googleusercontent.com/a-/ALV-UjX4w1yBfspL0wCw6GEbeWpK9BR8y0yh0EJTwNVmuCDamN0ARFeI=w36-h36-p-rp-mo-ba3-br100,Wahyu Subkhi,Local Guide · 21 reviews · 5 photos,7 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjUB8kx8K-gGaZ8KsaO9SOySSW7wIp7VcCpkJllcxSKis1Mu4Lk=w36-h36-p-rp-mo-ba3-br100,Majid Ajha,Local Guide · 44 reviews · 29 photos,7 months ago,Mantap
https://lh3.googleusercontent.com/a-/ALV-UjUtQYhg9Ysrn9vlBNU_IMcwSUCijwVmi3aHi3NOAwcWdrq_siyD=w36-h36-p-rp-mo-br100,itoh dimas,9 reviews · 8 photos,7 months ago,Lumayan enak lah bandaranya
https://lh3.googleusercontent.com/a/ACg8ocKz79kDfgSroFq_nNTCicyv8l58EB7c2M4Gu83yXEiOe9SrzA=w36-h36-p-rp-mo-br100,Nani Sumarni,5 reviews,7 months ago,"Pengalaman saya agak kurang menyenangkan dengan sistem pembayaran parkir yg memaksa harus menggunakan kartu uang digital dan menghilangkan pembayaran cash. Memang penyedia memberikan bantuan dengan menjual kartu uang digital diloket masuk apabila tidak membawa kartu, kartu dijual dengan harga 55rb dan saldonya berisi 20rb. Kemudian saat melakukan tap di loket keluar kartu uang digital saya ter-tap 2 kali shg terjadi dua kali pembayaran biaya parkir, bayangkan hal ini terjadi pada beberapa pengguna yg keluar dan masuk bandara, tentu saja hal ini akan merugikan mereka. Harapannya semoga saja tetap diadakan loket pembayaran cash utk membayar parkir, misal dari 4 loket cashless ada 1 yg melayani pembayaran dengan tunai, karena bandara adalah fasilitas yg harusnya dapat mengakomodir semua(dalam hal ini cara membayar parkir)"
https://lh3.googleusercontent.com/a-/ALV-UjWcxx9kmRMdgh3MQr8KYP_wM0pKpYGu22UhEfUwNvINoa1iVA=w36-h36-p-rp-mo-ba3-br100,Sobarudin,Local Guide · 19 reviews · 5 photos,7 months ago,yaman
https://lh3.googleusercontent.com/a/ACg8ocLOnR4WyhNUFUWYwqxYVlJRMF69DZz3H6maESXZWSUVGCvRKQ=w36-h36-p-rp-mo-br100,ajo harryz,5 reviews · 10 photos,7 months ago,"Lorong setelah keluar dari garbarata menuju tempat pengambilan bagasi kok tidak ber Ac ya, mana udara dari apron peswat masuk ke dalam lorong, spt tercium bau asap kendaraan bermotor.  Dan jalan sepanjang lorong menuju tempat pengambilan bagasi teramat jauh."
https://lh3.googleusercontent.com/a/ACg8ocL0Gp7PN5LHxAxnGh9WFHDSyG5d53MI_tyF45zZdK4Fi8fvOA=w36-h36-p-rp-mo-ba4-br100,Fayyola c.c,Local Guide · 120 reviews,7 months ago,Kurang prepare saat penumpang bnyak counternya hanya sdkit jd antri dan bkin telat
https://lh3.googleusercontent.com/a-/ALV-UjVfl8HGVbnM_omGVE1VcqaIxylSFNPzTWfFr9U8h50RNllZsIfu=w36-h36-p-rp-mo-br100,Whendy Saputra,6 reviews · 23 photos,7 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjVJYA5Iuv8oO7QX_5UQJPClxRNIqzFNzeDwMXSON3LO2r7jmNuL=w36-h36-p-rp-mo-br100,Nur Lia,3 reviews,7 months ago,
https://lh3.googleusercontent.com/a/ACg8ocIx1jSk31F1stjQhk-tK5MSlnQnCLiaFxhtja-j74L-D7aMMA=w36-h36-p-rp-mo-ba4-br100,Aldhi murazqi,Local Guide · 56 reviews · 55 photos,7 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjXNsckQzWCoekdDZe90bop0bTM1lu7llDp4yY1RsnKUO3sP0L4E=w36-h36-p-rp-mo-ba4-br100,ariezz art,Local Guide · 7 reviews · 89 photos,7 months ago,
https://lh3.googleusercontent.com/a/ACg8ocKlE4Q8TtCO4S1yw_NtMbzbpwwzpgYg0R-GJbcFu0REAqg7yA=w36-h36-p-rp-mo-br100,Jack Ngl,,7 months ago,
https://lh3.googleusercontent.com/a/ACg8ocISxWWuvQ8I04SrzmI2DhgC8qq-ncSLK6_vhN8BqHYzEAa_kQ=w36-h36-p-rp-mo-ba2-br100,Syahruni Yati,Local Guide · 11 reviews,7 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjXDLkffNgFbVop3itn2p_uKwjmH-IQf9tpZyTXb4169pUtePjs=w36-h36-p-rp-mo-br100,Irwan Syah,1 review · 2 photos,7 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjU3iEFEApc6s6c46xm4IfvgH129JWzeGTc5m_oxTEBMbM-aILbc=w36-h36-p-rp-mo-ba3-br100,Evan Vedy,Local Guide · 12 reviews · 26 photos,7 months ago,
https://lh3.googleusercontent.com/a/ACg8ocLoX4fv0HAcJaCZFGL83_IedZtHGNx-59-eNK7QQiXmt9eV8w=w36-h36-p-rp-mo-ba2-br100,박성훈,Local Guide · 7 reviews · 28 photos,7 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjWcyKcr2F14S0KyOerKSMzQGyb2efLXWpjYjMfufgwrf8ZScIg=w36-h36-p-rp-mo-ba2-br100,Kadek senli,Local Guide · 25 reviews,7 months ago,
https://lh3.googleusercontent.com/a/ACg8ocJHR_6D5zEJrtmHskhLrKN8CbO8yq_KB1uk0ka5CimEQ8SAqg=w36-h36-p-rp-mo-br100,Tony Sartono,,7 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjVK101_3kIGJRJVAgNu5tKgW6E-cPNgl0qiYWvrAFFP6FLeigQ=w36-h36-p-rp-mo-br100,Jubni Syahrani,3 photos,7 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjULP2WJC0dBQaunPV9T6vGewYE_LgzIlNVfO24Q8jWSspMb31NB=w36-h36-p-rp-mo-ba3-br100,Eddy Akay,Local Guide · 26 reviews · 4 photos,7 months ago,Nice
https://lh3.googleusercontent.com/a-/ALV-UjVQZ3b6ANTCL3d0wgKWeTu4MBs0QzvCpt5s2K6y0pWIWyBKdqAN=w36-h36-p-rp-mo-br100,Erwin Fadilah,1 review,7 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjVbfzlpSdRGeZ095ydbLimv9ppry7zwaZy6gCtJqZv4hZMbikOX=w36-h36-p-rp-mo-br100,Supriyono Yonoyono,9 photos,7 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjVt0WCTY83eSfHbcG5SxKFvUhbw0ko58ZMxB1Abe4YYpnWAKEct=w36-h36-p-rp-mo-ba4-br100,Ipur Ariyanto,Local Guide · 77 reviews · 190 photos,7 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjVLgOfry_2Nn1EwXcyo83ezQxCPbpLo9qA8V11LqBAqrTlxoZsJ=w36-h36-p-rp-mo-ba5-br100,Fry Vreydinand,"Local Guide · 31 reviews · 1,253 photos",7 months ago,Keren 😎🫶🏼 …
https://lh3.googleusercontent.com/a/ACg8ocLdMDwCMxTCYz0G1bOshTzWXjV--rN_iJnxpnKRYo6XbAV1YQ=w36-h36-p-rp-mo-br100,Mak Pono,9 photos,7 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjXqlx3O7XkvbUr_6E8jIHYf_5JwNZcl6KXlW5jvoKVelXXp1Auz=w36-h36-p-rp-mo-br100,isro ayu permata sari,6 reviews,7 months ago,
https://lh3.googleusercontent.com/a/ACg8ocLIw5rqy06Dc9q04HhoIV8PNcjNxTr4O74DtQ8FeHMUvfcRjQ=w36-h36-p-rp-mo-br100,Fahru Rizki,1 review · 5 photos,7 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjU_tGa4t7ZkM-Spqy1DxW2nhH81M-O3M-gbupNnO_qoU__NHeHv=w36-h36-p-rp-mo-br100,tonggor tambunan,2 reviews · 1 photo,7 months ago,
https://lh3.googleusercontent.com/a/ACg8ocKCfu2DUHt9wu2TEJH4A2RQmPJxJuclp9l449je8SelPpfgdw=w36-h36-p-rp-mo-br100,Arif 01,2 reviews · 8 photos,7 months ago,
https://lh3.googleusercontent.com/a-/ALV-UjWNa0tF357d_d3MtISjh7vKMBmmYL1AtB9ex0QldMMwCmgCqCc=w36-h36-p-rp-mo-br100,Muhamad Hasmi Zatali,1 review,7 months ago,"jujur sakit hati banget waktu dimarah marahin sama petugas bandaranya, padahal bisa aja negur baik baik dan gaperlu marah marah. hanya karena ketidaktahuan pengguna bandara sampe dimarah marahin depan umum."
https://lh3.googleusercontent.com/a/ACg8ocImBp6nspI7DxldP4-vJnxmX4oQmAwRNMBtdfF9hzIv_mIBuQ=w36-h36-p-rp-mo-ba5-br100,As AS,Local Guide · 209 reviews · 118 photos,7 months ago,"Bandara yang ramah lingkungan,nyaman dan banyak tenannya, luas"
